id,category,harga,jumlah_kamar,jumlah_kamar_mandi,luas_garasi,luas_bangunan,luas_lahan,name,link,daerah,lon,lat
HO63257EAC15377ID,house,490000000,2,1,15,42,62,  Rumah Minimalis.DP 0.Dekat Mall& jalan provinsi / bisa angkutan umum,https://www.lamudi.co.id/rumah-minimalis-dp-0-dekat-mall-jalan-provinsi-bis-166340164447.html,Depok,106.74260435686,-6.3739329704924
HO617573E6EFD6BID,house,600000000,2,1,1,45,70,Di Jual Rumah Baru Minimalis Lokasi Strategis dan Asri,https://www.lamudi.co.id/di-jual-rumah-baru-minimalis-lokasi-strategis-dan-asri.html,Depok,106.844,-6.418272
HO627CB59444245ID,house,978576000,3,2,1,80,80,Rumah 2 lantai siap huni lokasi depok lingkungan asri onegate Sistem,https://www.lamudi.co.id/rumah-2-lantai-siap-huni-lokasi-depok-lingkungan-asri.html,Depok,107.83285,-6.3989
HO6358A871581DBID,house,717000000,3,1,1,75,96,Rumah Siap Huni hanya 717 JtDi Kawasan Ekslusif Grand Depok City Depok,https://www.lamudi.co.id/cluster-murah-di-kawasan-ekslusif-grand-depok-city-166675467330.html,Depok,106.85285,-6.43602
HO614FB23C18905ID,house,585000000,2,1,1,55,58,Rumah Cantik Termurah,https://www.lamudi.co.id/rumah-cantik-termurah.html,Depok,106.7618099,-6.4000961
HO6343CC4C27A7DID,house,2250000000,3,3,,230,240,Rumah Dijual di Telaga Golf - Sawangan Depok,https://www.lamudi.co.id/rumah-dijual-di-telaga-golf-sawangan-depok-166538759681.html,Depok,106.75869,-6.40089
HO63631BE08C224ID,house,350000000,2,1,1,36,72,RUMAH DI KAWASAN BOJONGGEDE DEPOK LB 36/LT 72 350 JT CASH ONLY PROMO,https://www.lamudi.co.id/rumah-di-kawasan-bojonggede-depok-lb-36-lt-72-350-166743958474.html,Depok,106.76928,-6.43683
HO6205E53B54CBEID,house,803000000,3,2,2,60,70,"Dijual Rumah 2 Lantai 800 Jutaan, AMANTA SAWANGAN",https://www.lamudi.co.id/dijual-rumah-2-lantai-800-jutaan-amanta-sawangan.html,Depok,106.76437,-6.36331
CO62F744BB00905ID,commercial-1,1500000000,,,,86,52,Ruko Di Jual Area Depok Sangat Strategis Dekat Pintu Tol,https://www.lamudi.co.id/ruko-di-jual-area-depok-sangat-strategis-166037215527.html,Depok,106.75341442681,-6.374123982582
HO601A13BCD1E0DID,house,480000000,2,1,1,45,45000000,rumah murah depok akses stasiun ,https://www.lamudi.co.id/rumah-murah-depok-akses-stasiun.html,Depok,106.79918277771,-6.4128667575478
HO61ECD0B898B47ID,house,1320000000,3,2,,90,96,"Dijual Perumahan Cluster 2 Lantai, Hanya Booking Fee Saja",https://www.lamudi.co.id/dijual-perumahan-cluster-2-lantai-hanya-booking-fee-saja.html,Depok,106.75974,-6.36798
HO60728BD69CF98ID,house,483000000,2,1,1,45,60,Ingin punya rumah murah dengan pembayaran KPR kami solusinya,https://www.lamudi.co.id/ingin-punya-rumah-murah-dengan-pembayaran-kpr-kami-solusinya.html,Depok,106.79720922946,-6.4159657815468
CO63073F19B2B91ID,commercial-1,1300000000,,,15,86,59,Ruko Baru di Cinere Tepi Jalan Ada 15 Parkir,https://www.lamudi.co.id/ruko-baru-di-cinere-tepi-jalan-ada-15-parkir-166141928965.html,Depok,106.75350366544,-6.3737031201128
HO621D9E8AE04ACID,house,805000000,2,1,2,56,105,Di jua rumah siap huni deket toll pamulqng ,https://www.lamudi.co.id/di-jua-rumah-siap-huni-deket-toll-pamulqng.html,Depok,106.74056,-6.37333
HO63576472A1976ID,house,543000000,2,1,15,48,69,Rumah Minimalis.DP 0.Depok.Tangsel.300 m dari jalan provinsi & mall,https://www.lamudi.co.id/rumah-minimalis-dp-0-depok-tangsel-300-m-dari-jala-166667173058.html,Depok,106.74254591057,-6.3739407185894
HO635141C499FB3ID,house,750000000,2,2,,75,42,Rumah 2 Lantai Eksklusif Lokasi Strategis Dekat Gunadarma UI,https://www.lamudi.co.id/rumah-2-lantai-eksklusif-lokasi-strategis-dekat-gu-166626963629.html,Depok,106.8464,-6.35647
LA6381BB0E46EF0ID,land,945000000,,,,,105,Jual khusus kavling di cluster cinere depok dekat akses tol desari,https://www.lamudi.co.id/jual-khusus-kavling-di-cluster-cinere-depok-dekat-166944641438.html,Depok,106.785,-6.34981
HO6340D6A11575DID,house,250000000,2,1,,50,55,Dijual rumah Sukatani Cimanggis Depok 55m²(250jt)akses motor ,https://www.lamudi.co.id/dijual-rumah-sukatani-cimanggis-depok-55m-250jt-ak-166519363391.html,Depok,106.87942,-6.39268
HO6364C1AAD28F4ID,house,1450000000,3,2,1,109,127,Rumah Second 1 Lt Di Dalam Perumahan Di Tole Iskandar Depok ,https://www.lamudi.co.id/rumah-second-1-lt-di-hook-dalam-perumahan-di-tole-166754756298.html,Depok,106.85456,-6.4085
HO638167BFEAA70ID,house,981000000,4,2,1,180,100,Rumah MURAH di SUKMAJAYA Dekat Jl Raya Bogor LUAS 100 meter,https://www.lamudi.co.id/rumah-murah-di-sukmajaya-dekat-jl-raya-bogor-luas-166942508740.html,Depok,106.85455,-6.37558
HO631A1506E2E8EID,house,900000000,3,2,1,70,57,Rumah dua lantai di Beji dekat tol kampus UI Depok ,https://www.lamudi.co.id/rumah-dua-lantai-di-beji-dekat-tol-kampus-ui-depok-166265370235.html,Depok,106.82306,-6.37778
HO626FA41C630C9ID,house,770000000,3,2,,72,72,RUMAH 700 JUTAAN BANGUNAN KONSEP EROPA CLUSTER KOMPLEK MURAH KPR,https://www.lamudi.co.id/rumah-700-jutaan-bangunan-konsep-eropa-cluster-komplek-murah-kpr.html,Depok,106.861701,-6.372532
HO62C41070489DDID,house,275000000,2,2,,100,45,Rumah dijual lantai 3(275jt) akses mobil GG Nangka Cimanggis Depok,https://www.lamudi.co.id/rumah-dijual-lantai-3-275jt-akses-mobil-gg-nangka-cimanggis-depok.html,Depok,106.890624,-6.391986
HO62AC74E23A12AID,house,425000000,3,2,,40,50,Rumah DP 0 Rupiah Kota Depok,https://www.lamudi.co.id/rumah-murah-tanpa-dp-114.html,Depok,106.76049448466,-6.4317584351817
HO6347BA84D5B77ID,house,2900000000,5,3,1,220,140,Rumah mewah harga pasaran cinere depok,https://www.lamudi.co.id/rumah-mewah-harga-pasaran-cinere-depok-166564518818.html,Depok,106.77886,-6.34781
HO62261C48D7008ID,house,1400000000,3,3,2,90,70,#rumahminimalis -cinere dekat ke jakarta selatan,https://www.lamudi.co.id/rumahminimalis-cinere-dekat-ke-jakarta-selatan.html,Depok,106.79417,-6.37472
HO6230249275AFAID,house,575000000,2,1,,40,108,"Rumah Siap Huni Berkualitas Diskon Khusus Maret, Bojongsari Depok",https://www.lamudi.co.id/rumah-siap-huni-berkualitas-diskon-khusus-maret-bojongsari-depok.html,Depok,106.74364358384,-6.4382761572285
HO63564023EF706ID,house,600000000,6,6,,180,190,Kontrakan dijual 6pintu(600jt)akses mobil Margonda Depok ,https://www.lamudi.co.id/kontrakan-dijual-6pintu-600jt-akses-mobil-margonda-16665968996.html,Depok,106.82656,-6.38856
CO636BBA79DFBCEID,commercial-1,325000000,,,1,30,70,Dijual kios pinggir jalan raya ,https://www.lamudi.co.id/dijual-kios-pinggir-jalan-raya-166800447342.html,Depok,106.83902,-6.43453
HO62C47AC0CEF94ID,house,236000000,2,1,,21,50,PERUMAHAN KONSEP MEZZANINE HARGA TERJANGKAU DI CIPAYUNG DEPOK JAWA BARAT,https://www.lamudi.co.id/perumahan-konsep-mezzanine-harga-terjangkau-di-cipayung-depok-jawa-barat.html,Depok,106.8035,-6.42077
HO632555704ED86ID,house,300000000,3,1,1,40,60,Rumah nyaman di depok,https://www.lamudi.co.id/rumah-nyaman-di-depok-166339108871.html,Depok,106.76980514282,-6.4041447233019
HO62123C5C39BF7ID,house,795000000,3,3,2,90,90,Rumah Dijual 795jt 2Lt Murah Cluster Indah Pancoran Mas Depok(5 Ment tol Desari),https://www.lamudi.co.id/rumah-dijual-795jt-cluster-indah-pancoran-mas-depo-165985821319.html,Depok,106.804182,-6.381591
HO62FEC5CFBAF94ID,house,470000000,2,2,,46,40,Rumah Minimalis DP Mulai 0% di Mekarsari Depok.,https://www.lamudi.co.id/rumah-minimalis-dp-mulai-0-di-mekarsari-depok-166086395117.html,Depok,107.079671,-7.190153
HO623580070BE8CID,house,275000000,2,1,1,40,55,Dijual Cepat Rumah Baru 1 Lantai di Depok,https://www.lamudi.co.id/dijual-cepat-rumah-baru-1-lantai-di-depok.html,Depok,106.83727817474,-6.3970146388134
HO625900BB13776ID,house,900000000,3,2,,70,60,Rumah 2 lantai dekat kampus UI,https://www.lamudi.co.id/rumah-2-lantai-dekat-kampus-ui.html,Depok,106.80528,-6.38111
HO5D6EE7E50BFDDID,house,405000000,2,1,1,38,60,Mau Punya Rumah Disawangan Harga Terjangkau Unit Readystock?,https://www.lamudi.co.id/mau-punya-rumah-disawangan-harga-terjangkau-unit-readystock.html,Depok,106.76704783195,-6.4256100242089
HO6309CB2926AA1ID,house,490000000,2,1,15,42,62,Rumah Minimalis.DP 0.Dekat jalan provinsi.Bisa angkutan umum.Dekat mal,https://www.lamudi.co.id/rumah-minimalis-dp-0-dekat-jalan-provinsi-bisa-ang-166158621746.html,Depok,106.74243245603,-6.3740663919461
HO6350CD1EB71C7ID,house,2600000000,3,2,,180,216,RUMAH DIJUAL DI MEGAPOLITAN CINERE RUMAH SIAP HUNI NEGO SAMPAI JADI,https://www.lamudi.co.id/rumah-dijual-di-megapolitan-cinere-rumah-siap-huni-166623977492.html,Depok,106.78436385039,-6.3289173831344
HO637C3BAA95CD1ID,house,1757300000,3,2,2,90,90,Townhouse model scandinavia mulai 8jtaan,https://www.lamudi.co.id/townhouse-model-scandinavia-mulai-8jtaan-166908612273.html,Depok,106.79902,-6.3954
HO5E8B4C8EBFE49ID,house,820000000,3,2,2,76,78,Rumah mewah harga murah dekat LRT Cibubur Halte Busway dan Sekolah,https://www.lamudi.co.id/rumah-mewah-harga-murah-dekat-lrt-cibubur-halte-busway-dan-sekolah-1.html,Depok,106.89188766634,-6.3778386751308
HO62B87E97AA020ID,house,400000000,2,1,1,40,47,Rumah Murah Minimalis Modern Depok,https://www.lamudi.co.id/rumah-murah-minimalis-modern-depok.html,Depok,106.8380888,-6.4292432
HO635FE990B454BID,house,110000000,1,1,1,32,32,Rumah Dekat Stasiun Citayam Depok di Jual Murah,https://www.lamudi.co.id/rumah-dekat-stasiun-citayam-depok-di-jual-murah-166723009652.html,Depok,106.81805,-6.4076
HO636896303E7F3ID,house,990000000,3,2,1,100,154,"rumah dijual di Beji, 500 meter dari GT kukusan. tanah luas",https://www.lamudi.co.id/rumah-dijual-di-beji-500-meter-dari-gt-kukusan-tan-166779857679.html,Depok,106.79017,-6.39185
HO6378BC8B30D41ID,house,550000000,2,1,1,50,81,Di Jual Rumah Murah Depok,https://www.lamudi.co.id/di-jual-rumah-murah-depok-166885697150.html,Depok,106.85661,-6.45166
HO6336B123D7DCCID,house,490000000,2,1,15,42,62,Rumah Milenial. DP 0. Depok. Tangsel. Dekat jalan provinsi.,https://www.lamudi.co.id/rumah-milenial-dp-0-depok-tangsel-dekat-jalan-prov-166452867577.html,Depok,106.74251203233,-6.3738210359557
HO61860698E1285ID,house,570000000,2,1,1,45,73,RUMAH KPR HARGA 500 JUTAAN DEKAT TOL CIBUBUR,https://www.lamudi.co.id/rumah-kpr-harga-500-jutaan-dekat-tol-cibubur.html,Depok,106.9140716,-6.3967277
HO6233F2F3D9FD8ID,house,495000000,2,1,,45,85,"Promo Spesial Cicilan 2 Jutaan, Pasti Akad Bojongsari Depok",https://www.lamudi.co.id/promo-spesial-cicilan-2-jutaan-pasti-akad-bojongsari-depok.html,Depok,106.75232189788,-6.4254276491802
HO62F4CBB34E760ID,house,800000000,3,3,2,78,70,Rumah Baru Minimalis Di Cinere Dekat Pintu Tol Dan MRT,https://www.lamudi.co.id/rumah-baru-minimalis-di-cinere-dekat-pintu-tol-dan-166021009951.html,Depok,106.75379351605,-6.3762150280375
HO637CE761BC820ID,house,551000000,2,1,15,49,70,Rumah Minimalis.Depok.Tangsel.Dekat jalan provinsi/mall/transport umum,https://www.lamudi.co.id/rumah-minimalis-depok-tangsel-dekat-jalan-provinsi-16691300817.html,Depok,106.74264287956,-6.3738573686605
LA6376ECD8128C6ID,land,525000000,,,,,150,Dijual tanah 150m²(3.5jt) Harjamukti Cimanggis Depok akses mobil,https://www.lamudi.co.id/dijual-tanah-150m-3-5jt-harjamukti-cimanggis-depok-166873826492.html,Depok,106.89843,-6.38165
HO6351DCA6EAFF4ID,house,380000000,2,1,1,60,80,Rumah Hijau Segar Suasana VILLA di Kota Depok,https://www.lamudi.co.id/rumah-hijau-segar-suasana-villa-di-kota-depok-166630928619.html,Depok,106.788,-6.40435
HO635129A12A766ID,house,660000000,2,1,1,50,69,Dijual Rumah Siap Huni di Permata Depok Regency Cipayung Bisa KPR,https://www.lamudi.co.id/dijual-rumah-siap-huni-di-permata-depok-regency-ci-166626345765.html,Depok,106.81778,-6.42278
HO5F82A8692C1A0ID,house,576000000,2,1,84,45,84,PERUMAHAN SIAP HUNI SAWANGAN THE MANZIL,https://www.lamudi.co.id/perumahan-siap-huni-sawangan-the-manzil.html,Depok,106.77852564926,-6.4214203345316
HO63818C7A5F009ID,house,400000000,2,1,,40,72,rumah dekat stasiun tanpa dp,https://www.lamudi.co.id/rumah-dekat-stasiun-tanpa-dp-166943449055.html,Depok,106.80210975686,-6.4498182524366
HO6363F392A7C99ID,house,140000000,2,1,1,35,35,Rumah Super Strategis  Jalan Kaki 5 Menit ke Stasiun Citayam Depok,https://www.lamudi.co.id/rumah-super-strategis-jalan-kaki-5-menit-ke-stasiu-166749480274.html,Depok,106.80168,-6.44502
HO5FBB937E27E0FID,house,987000000,3,2,1,69,78,Cluster Eksklusive 2 Lantai Lokasi Strategis Di Cisalak Depok 3 Km Ke Tol Cijago,https://www.lamudi.co.id/cluster-eksklusive-2-lantai-lokasi-strategis-di-cisalak-depok-3-km-ke-tol-cijago.html,Depok,106.8708,-6.3714
HO63614279ECFD6ID,house,1150000000,3,3,2,100,73,2 lantai Siap huni 15 menit ke CITOS,https://www.lamudi.co.id/2-lantai-siap-huni-15-menit-ke-citos-166731839368.html,Depok,106.7768,-6.39023
HO62678F534BC8BID,house,695000000,2,2,1,65,73,Rumah Dijual 695jt Tropical Modern Mampang PancoranMas Depok 5 Menit  tol Desari,https://www.lamudi.co.id/rumah-dijual-695jt-tropical-modern-mampang-pancoranmas-depok-5-menit-tol-desari.html,Depok,106.79291176116,-6.3831157529358
HO5D6EF27AA1087ID,house,550000000,2,1,1,36,66,Rumah Baru Cantiknya Maksimal Yuk di survey ,https://www.lamudi.co.id/rumah-baru-cantiknya-maksimal-yuk-di-survey.html,Depok,106.78632335514,-6.4015386371902
HO61BEA978A1BD1ID,house,841130000,3,2,,68,105,Rumah Kece 2 Lantai Siap Huni,https://www.lamudi.co.id/rumah-kece-2-lantai-siap-huni.html,Depok,106.72528009279,-6.432194261482
CO6138A8A1B9C8CID,commercial-1,900000000,,,0,58,56,Ruko Dijual 2 Lantai Sukmajaya Depok,https://www.lamudi.co.id/ruko-2-lantai-sukmajaya-depok.html,Depok,106.84508290577,-6.3997607014637
LA6340D438C2691ID,land,512000000,,,,,160,Dijual tanah GG Nangka Cimanggis Depok 160m²(3.2jt)akses mobil.,https://www.lamudi.co.id/dijual-tanah-gg-nangka-cimanggis-depok-160m-3-2jt-166519301675.html,Depok,106.74783,-6.3714
HO634A86AE869BAID,house,250000000,2,1,1,40,60,Minimalis cantik & modern di kota depok ,https://www.lamudi.co.id/minimalis-cantik-modern-di-kota-depok-166582852683.html,Depok,106.78106,-6.41555
HO636A03F65C626ID,house,544000000,2,1,1,36,65,Perumahan syariah 1 lantai 500 jutaan dekat cinere akses jalan lebar,https://www.lamudi.co.id/perumahan-syariah-1-lantai-depok-dekat-cinere-akse-16678922144.html,Depok,106.75209,-6.42716
HO62F34D44B84A9ID,house,800000000,3,3,2,101,77,Rumah 2 lantai Di Depok area Strategis Dan Bebas Banjir,https://www.lamudi.co.id/rumah-2-lantai-di-depok-area-strategis-dan-bebas-b-166011219648.html,Depok,106.75321015028,-6.3743495055386
HO63173E87B53F2ID,house,1020000000,3,2,1,140,120,Dijual Rumah Siap Huni di Omma Indah Sukatani Depok Gratis KPR Bebas Banjir,https://www.lamudi.co.id/dijual-rumah-siap-huni-di-omma-indah-sukatani-depo-166246771939.html,Depok,106.8792802476,-6.3972470938002
HO6283480161D41ID,house,1100000000,3,2,2,75,150,"Perumahan dengan luas tanah besar, akses tol desari, fasilitas keamanan 24jam",https://www.lamudi.co.id/perumahan-dengan-luas-tanah-besar-akses-tol-desari-fasilitas-keamanan-24jam.html,Depok,106.76808523987,-6.4111955503807
HO6335A82EC5A4EID,house,60000000,1,1,,45,45,Kontrakan 4 Menit ke Stasiun Citayam di Jual Murah,https://www.lamudi.co.id/kontrakan-4-menit-ke-stasiun-citayam-di-jual-murah-166446084679.html,Depok,106.80488621167,-6.4549139637999
HO6246BB40CBD42ID,house,940000000,4,4,1,70,82,Rumah Murah Di Cibubur,https://www.lamudi.co.id/rumah-murah-di-cibubur-13.html,Depok,106.90996800642,-6.4019577707981
HO6343B7FBB4602ID,house,1640000000,3,2,2,81,83,beji botanical rumah promo,https://www.lamudi.co.id/beji-botanical-rumah-promo-166538239555.html,Depok,106.83187,-6.37062
HO626FCE860EE95ID,house,770000000,3,2,,72,70,RUMAH MEWAH 2 LANTAI DEPOK 700 JUTA CIMANGGIS CIBUBUR AKSES 3 TOL,https://www.lamudi.co.id/rumah-mewah-2-lantai-depok-700-juta-cimanggis-cibubur-akses-3-tol.html,Depok,106.844119,-6.343234
HO62ECDBDE80FD0ID,house,1350000000,4,4,2,140,100,Rumah Dijual 1.35M Tropical House Pancoran Mas Depok 10 Menit Tol Desari ,https://www.lamudi.co.id/rumah-dijual-1-3m-tropical-house-pancoran-mas-depo-165968995016.html,Depok,106.78583610565,-6.394016516261
HO6349FBB260AD9ID,house,492500000,2,1,15,42,62,Rumah Minimalis.DP 0.Lokasi Dekat.Depok.Tangsel. Dekat jalan provinsi.,https://www.lamudi.co.id/rumah-minimalis-dp-0-lokasi-dekat-depok-tangsel-de-166579294662.html,Depok,106.74255348918,-6.3737842216633
HO624A80DC04D9BID,house,650000000,2,1,1,46,85,Jual Rumah Seken Minimalis 2 Kamar Tidur Dekat The Park di Greenland Forestpark,https://www.lamudi.co.id/jual-rumah-seken-minimalis-2-kamar-tidur-dekat-the-park-di-greenland-forestpark.html,Depok,106.80083,-6.37528
HO6325537EC5C49ID,house,495000000,3,2,,91,107,"Rumah dijual cocok buat indekost, dekat pusat keramaian (harga nego)",https://www.lamudi.co.id/rumah-dijual-cocok-buat-i-dekost-166339059027.html,Depok,106.850873,-6.379438
HO633A4D429D786ID,house,485000000,2,1,1,45,62,hills cluster untuk keluarga tercinta harga terjangkau unit ready,https://www.lamudi.co.id/hills-cluster-untuk-keluarga-tercinta-harga-terjan-166476525077.html,Depok,106.80029766855,-6.4104914800599
HO607D82B0F14DFID,house,765000000,3,2,1,75,60,"The Dandelion Kemang Perumahan Strategis di Jl. Kemang,Sukatani, Depok",https://www.lamudi.co.id/the-dandelion-kemang-perumahan-strategis-di-jl-kemang-sukatani-depok.html,Depok,106.88019750154,-6.3911224988074
HO62CB7FC9D79FDID,house,799000000,3,3,2,60,67,Rumah Selangkah Ke Stasiun LRT ,https://www.lamudi.co.id/rumah-selangkah-ke-stasiun-lrt.html,Depok,106.90995314602,-6.4019141415847
HO629662DFE177EID,house,900000000,3,2,1,72,9000000,Rumah serba dekat akses harga terjangkau 2 lantai depok,https://www.lamudi.co.id/rumah-serba-dekat-akses-harga-terjangkau-2-lantai-depok.html,Depok,106.79222871235,-6.3944354221605
HO631417B67F30FID,house,500000000,3,2,2,54,60,SUPER MURAH RUMAH 2 LANTAI 500 JUTAAN DI CILODONG DEPOK,https://www.lamudi.co.id/viral-rumah-2-lantai-500-jutaan-di-depok-166226117419.html,Depok,106.8363,-6.42759
HO6323E5F87925CID,house,514000000,2,1,15,44,66,Rumah Minimalis.DP 0.Dekat jalan provinsi.Bisa angkutan umum.Dekat mal,https://www.lamudi.co.id/rumah-minimalis-dp-0-dekat-jalan-provinsi-bisa-ang-166329701675.html,Depok,106.7425701758,-6.3736655609401
LA6369B60245C28ID,land,1650000000,,,,,3430,Dijual tanah 3.430m²(5jt)akses pruis Pedurenan Cimanggis Depok ,https://www.lamudi.co.id/dijual-tanah-3-430m-5jt-akses-pruis-pedurenan-cima-166787225817.html,Depok,106.87917,-6.37252
HO633F48BD0B856ID,house,750000000,3,2,2,60,60,Rumah DP 5jt di Beji tanah baru nempel Jakarta dekat tol kampus UI Depok ,https://www.lamudi.co.id/rumah-dp-5jt-di-beji-tanah-baru-nempel-jakarta-dek-166509177378.html,Depok,106.80811,-6.3685
HO636BAD50E7365ID,house,3500000000,5,4,3,235,368,kk194.Rumah Second luas 368m Akses jln Tol Desari di Gandul Cinere ,https://www.lamudi.co.id/kk194-rumah-second-luas-368m-akses-jln-tol-desari-166800110478.html,Depok,106.79389,-6.32889
HO6344610CD9E56ID,house,350000000,2,1,,40,60,Di jual rumah murah siap huni dengan akses dekat tol ,https://www.lamudi.co.id/di-jual-rumah-murah-siap-huni-dengan-akses-dekat-t-166542567677.html,Depok,106.86904,-6.43951
HO62A80500C083CID,house,1320000000,3,3,1,90,123,"RUMAH 2 LANTAI FASILITAS LENGKAP di SAWANGAN DEPOK , UNIT No. A3",https://www.lamudi.co.id/rumah-2-lantai-fasilitas-lengkap-di-sawangan-depok-unit-no-a3-1.html,Depok,106.757843,-6.43193
LA630392694D0F9ID,land,210000000,,,,,60,KERJASAMA LAHAN DI DEPOK – BUAT DEVELOPER KECIL-KECILAN,https://www.lamudi.co.id/kerjasama-lahan-di-depok-buat-developer-kecil-keci-166117847334.html,Depok,106.78219335289,-6.4195728496332
HO62B30D946CFF1ID,house,860000000,3,3,2,60,75,Rumah Mewah Dengan Harga 800 juta,https://www.lamudi.co.id/rumah-mewah-dengan-harga-800-juta.html,Depok,106.90992179822,-6.4019326046915
HO6025F56B06F02ID,house,400000000,2,1,1,45,4500000,2 kamar 1 kamar mandi dealova property,https://www.lamudi.co.id/2-kamar-1-kamar-mandi-dealova-property.html,Depok,106.79883945496,-6.4137196931742
HO62A34517C74D7ID,house,900000000,3,2,1,80,108,Dijual rumah daerah Serua Sawangan ,https://www.lamudi.co.id/dijual-rumah-daerah-serua-sawangan.html,Depok,106.73858132147,-6.3688663762286
HO5F9E5C2FAD645ID,house,2000000000,4,2,2,90,156,Rumah hook siap huni 2m di Pangkalan Jati Cinere Depok,https://www.lamudi.co.id/rumah-hook-siap-huni-2m-di-pangkalan-jati-cinere-depok.html,Depok,106.772821,-6.34925
HO630CE99171327ID,house,2022955000,3,2,2,72,160,Rumah Dijual Di Cimanggis Depok Bebas Banjir Dekat Tol Cibubur.,https://www.lamudi.co.id/siap-huni-rumah-di-cimanggis-depok-bebas-banjir-de-166179060968.html,Depok,106.88923129521,-6.3742853939291
HO634C7FEF93796ID,house,455000000,2,2,1,45,40,Rumah 2 Lantai Paling Murah di GDC depok,https://www.lamudi.co.id/rumah-2-lantai-paling-murah-di-gdc-depok-166595787182.html,Depok,106.83037,-6.45208
HO62987E36E4AB8ID,house,750000000,3,2,2,105,78,Rumah nyaman murah 2 lt 3 Kamar di Perumahan Maharadja Depok Blok H,https://www.lamudi.co.id/rumah-nyaman-dijual-murah-2-lt-3-kamar-di-perumahan-maharadja-depok-blok-h.html,Depok,106.77391565764,-6.4026610971897
HO62F73BD6895CFID,house,800000000,3,3,1,78,70,Rumah Di Jual Area Depok Bebas Banjir Dekat Pintu Tol,https://www.lamudi.co.id/rumah-di-jual-area-depok-bebas-banjir-dekat-pintu-166036987898.html,Depok,106.75343030025,-6.374202791901
HO636148577BF73ID,house,395000000,2,1,1,36,72,Cukup booking Fee dan Angsuran Pertama  Langsung KPR LB 36/LT 72,https://www.lamudi.co.id/dp-suka-suka-rumah-di-bedahan-depok-harga-400-jt-a-166731989583.html,Depok,106.76921,-6.43709
HO636EFAC43344FID,house,400000000,2,2,1,48,42,Cluster Dekat Pintu Tol Cimanggis,https://www.lamudi.co.id/cluster-dekat-pintu-tol-cimanggis-166821754036.html,Depok,106.8772,-6.40458
HO62357ABC96938ID,house,720000000,3,2,1,65,36,Dijual Rumah Strategis Kawasan Grand Depok City,https://www.lamudi.co.id/dijual-rumah-strategis-kawasan-grand-depok-city.html,Depok,106.83779315887,-6.3965028608587
HO637F886AD3373ID,house,1450000000,3,3,2,90,101,Dijual rumah cantik. di kawasan Grand Depok City,https://www.lamudi.co.id/dijual-rumah-cantik-di-kawasan-grand-depok-city-166930237897.html,Depok,106.82391,-6.41824
HO61173FB92FBBEID,house,811000000,3,2,1,69,73,Rumah 2 Lantai Hanya 10 Menit Ke Pintu Toll Cimanggis,https://www.lamudi.co.id/rumah-2-lantai-hanya-10-menit-ke-pintu-toll-cimanggis.html,Depok,106.8886820088,-6.3981880983797
HO6323E902B64CDID,house,490000000,2,1,15,42,62,  Rumah Minimalis.DP 0.Dekat Mall& jalan provinsi / bisa angkutan umum,https://www.lamudi.co.id/rumah-minimalis-dp-0-dekat-mall-jalan-provinsi-bi-166329779448.html,Depok,106.7425603675,-6.3737933137125
HO637228117D55BID,house,630000000,2,1,2,45,70,Dijual Rumah cantik 600 jutaan. di Sukmajaya depok,https://www.lamudi.co.id/dijual-rumah-cantik-600-jutaan-di-sukmajaya-depok-166842574517.html,Depok,106.83646785114,-6.4218572882407
HO62AC3368F3DB8ID,house,970000000,2,1,2,65,150,Cluster bukit petro property sawangan depok akses tol depok,https://www.lamudi.co.id/cluster-bukit-petro-property-sawangan-depok-akses-tol-depok.html,Depok,106.76749843041,-6.4094666462356
AP62627399AE054ID,apartment,175000000,1,1,1,20.3,,Apartment Margonda Residence 1,https://www.lamudi.co.id/apartment-margonda-residence-1-1.html,Depok,106.83416968196,-6.3649160155262
HO61B2B004CD715ID,house,489000000,2,1,1,52,84,Harrington residence Sawangan Depok,https://www.lamudi.co.id/harrington-residence-sawangan-depok.html,Depok,106.7732277905,-6.4035857842175
HO61E91C4EE198AID,house,1600000000,3,2,2,108,91,RUMAH MINIMALIS CINERE DENGAN AKSES TERBAIK TOL DESARI,https://www.lamudi.co.id/rumah-minimalis-cinere-dengan-akses-terbaik-tol-desari.html,Depok,106.79046677823,-6.3568149374971
HO61B5B2476CD72ID,house,245000000,2,1,4,40,60,Rumah murah perigi bedahan Depok,https://www.lamudi.co.id/rumah-murah-perigi-bedahan-depok.html,Depok,106.77787682869,-6.4373797515759
HO6363EAD047EE5ID,house,100000000,1,1,1,35,35,RUMAH DEKAT STASIUN CITAYAM DI JUAL MURAH cuma 100Juta,https://www.lamudi.co.id/rumah-dekat-stasiun-citayam-di-jual-murah-cuma-100-166749256048.html,Depok,106.80078,-6.43971
HO63257FF2CEA10ID,house,490000000,2,1,15,42,62,Rumah Minimalis.DP 0.Dekat Mall& jalan provinsi / bisa angkutan umum,https://www.lamudi.co.id/rumah-minimalis-dp-0-dekat-mall-jalan-provinsi-bis-166340197065.html,Depok,106.74254191516,-6.3738612042259
HO62AD8B0364E81ID,house,1250000000,3,2,1,78,98,Dijual Rumah Siap Huni di Raffles Hills Dekat Trans Studio Cibubur,https://www.lamudi.co.id/dijual-rumah-siap-huni-di-raffles-hills-dekat-trans-studio-cibubur.html,Depok,106.90358395943,-6.3773842182449
