,id,category,harga,jumlah_kamar,jumlah_kamar_mandi,luas_garasi,luas_bangunan,luas_lahan,name,link,daerah,lon,lat,total_luas,harga_fix,label
346,HO6233F279E4C94ID,house,370000000,2.0,1.0,0.0,40.0,60.0,Leticia residence,https://www.lamudi.co.id/leticia-residence-1.html,Bekasi,106.991568,-6.144942,100.0,3700000.0,2
347,HO6282E6A6BC584ID,house,590000000,2.0,1.0,0.0,40.0,60.0,RUMAH MINIMALIS 500 JUTAAN BEKASI SUPER STRATEGIS DEKAT TOL JATIASIH,https://www.lamudi.co.id/rumah-minimalis-500-jutaan-bekasi-super-strategis-dekat-tol-jatiasih.html,Bekasi,106.911314,-6.263667,100.0,5900000.0,2
348,HO60768BB61601DID,house,280000000,2.0,1.0,1.0,36.0,66.0,CLUSTER BEKASI Full Bata Merah terdepan dan siap huni,https://www.lamudi.co.id/cluster-bekasi-full-bata-merah-terdepan-dan-siap-huni.html,Bekasi,107.02679847758,-6.2177533899261,102.0,2745098.0392156863,2
349,HO63418E8D55CABID,house,730000000,3.0,2.0,1.0,73.0,90.0,"RUMAH BARU, MURAH DI VILLA INDAH PERMAI-KOTA BEKASI",https://www.lamudi.co.id/rumah-baru-murah-di-villa-indah-permai-kota-bekasi-166524071798.html,Bekasi,107.02262,-6.20597,163.0,4478527.607361963,2
350,HO636DD279A8BF3ID,house,200000000,2.0,1.0,0.0,80.0,90.0,Di Jual Cepat Rumah Siap Huni ,https://www.lamudi.co.id/di-jual-cepat-rumah-siap-huni-166814168989.html,Bekasi,107.00194,-6.185,170.0,1176470.5882352942,2
351,HO633ED7B384D84ID,house,1395000000,3.0,3.0,1.0,110.0,85.0,"RUMAH, BARU, MURAH, DIPERUMAHAN PRIMA HARAPAN REGENCY",https://www.lamudi.co.id/rumah-baru-murah-diperumahan-prima-harapan-regency-16650628350.html,Bekasi,107.01349,-6.21805,195.0,7153846.153846154,2
352,HO6375BB9DB99B4ID,house,10000000000,7.0,6.0,0.0,600.0,1331.0,"Dijual Rumah Huk Kemang Pratama Regency, Bekasi  ",https://www.lamudi.co.id/dijual-rumah-huk-kemang-pratama-regency-bekasi-16686601256.html,Bekasi,106.9799,-6.27999,1931.0,5178663.904712584,1
353,HO623173233AE4EID,house,1750000000,3.0,3.0,2.0,236.0,120.0,Property Metland Transyogi Cibubur,https://www.lamudi.co.id/property-metland-transyogi-cibubur.html,Bekasi,106.97673903251,-6.3987098844456,356.0,4915730.337078651,2
354,HO5F6EA3F86C077ID,house,375000000,2.0,1.0,0.0,36.0,72.0,alma residence tiga cluster taman sari setu bekasi,https://www.lamudi.co.id/alma-residence-tiga-cluster-taman-sari-setu-bekasi.html,Bekasi,107.03592217323,-6.3565800899293,108.0,3472222.222222222,2
355,HO6216ACA0690C7ID,house,400000000,2.0,1.0,1.0,31.0,54.0,"Rumah Cluster di Cibubur, terMurah, terStrategis, bisa KPR bank",https://www.lamudi.co.id/rumah-cluster-di-cibubur-termurah-terstrategis-bisa-kpr-bank.html,Bekasi,106.9151021,-6.3765774,85.0,4705882.352941177,2
356,HO626101B0A4C25ID,house,355000000,2.0,1.0,0.0,45.0,0.0,RUMAH KEKINIAN PROMO TANPA DP,https://www.lamudi.co.id/rumah-kekinian-promo-tanpa-dp.html,Bekasi,106.993268,-6.171183,45.0,7888888.888888889,2
357,LA623B0CB5931FCID,land,64260000000,0.0,0.0,0.0,0.0,7560.0,Langka  Tanah Huk Tepi Jalan Juanda Kota Bekasi Lebar Muka 80 meter,https://www.lamudi.co.id/langka-tanah-huk-tepi-jalan-juanda-kota-bekasi-lebar-muka-80-meter.html,Bekasi,107.02201900689,-6.2488553859394,7560.0,8500000.0,3
358,HO5F5752EE07091ID,house,546000000,2.0,1.0,1.0,40.0,72.0,Rumah hadap taman di Golden Cibitung DP hanya 10juta langsung akad,https://www.lamudi.co.id/rumah-hadap-taman-di-golden-cibitung-dp-hanya-10juta-langsung-akad.html,Bekasi,107.11502,-6.24768,112.0,4875000.0,2
359,HO5DDA0509A16FBID,house,1300000000,3.0,2.0,2.0,150.0,178.0,"Rumah Hoek Luas 10x17,8 Type 3KT UF di Boulevard Hijau HI Harapan Indah Bekasi",https://www.lamudi.co.id/rumah-hoek-luas-10x17-8-type-3kt-uf-di-boulevard-hijau-hi-harapan-indah-bekasi.html,Bekasi,106.98007,-6.18655,328.0,3963414.6341463416,2
360,LA63136CC800B3FID,land,59000000,0.0,0.0,0.0,0.0,100.069,DIJUAL TANAH KEBUN MURAH DI BOGOR ALAS SURAT SHM,https://www.lamudi.co.id/dijual-tanah-kebun-murah-di-bogor-alas-surat-shm-166221741654.html,Bekasi,106.9688115,-6.2511028,100.069,589593.1807053133,2
361,HO62420F62AFB4BID,house,975000000,2.0,1.0,0.0,70.0,90.0,Rumah Ready Siap Huni @ CITRA GRAN CIBUBUR,https://www.lamudi.co.id/rumah-ready-siap-huni-citra-gran-cibubur.html,Bekasi,106.92437447567,-6.3840576550903,160.0,6093750.0,2
362,LA625CE0F56349BID,land,70000000,0.0,0.0,0.0,0.0,60.0,Tanah kavling murah dekat ke jakarta,https://www.lamudi.co.id/tanah-kavling-murah-dekat-ke-jakarta.html,Bekasi,106.997847,-6.122353,60.0,1166666.6666666667,2
364,HO62AD4FDAA5DD5ID,house,697000000,3.0,2.0,0.0,70.0,77.0,Townhouse di Rawalumbu Bebas Banjir 10 Menit ke LRT,https://www.lamudi.co.id/townhouse-di-rawalumbu-bebas-banjir-10-menit-ke-lrt.html,Bekasi,107.01222,-6.265,147.0,4741496.598639456,2
365,HO607687A7F1C76ID,house,295000000,2.0,1.0,1.0,36.0,66.0,"Rumah Britania Bekasi Siap HUNI Cicilan 2,1 Jutaan FULL BATA MERAH ",https://www.lamudi.co.id/rumah-britania-bekasi-siap-huni-cicilan-2-1-jutaan-full-bata-merah.html,Bekasi,107.02417201364,-6.2050582412808,102.0,2892156.862745098,2
366,HO5D8FDFCD3CD4EID,house,168000000,2.0,1.0,0.0,30.0,60.0,PERUMAHAN SUBSIDI GRAND VISTA CIKARANG DP 2.5 JUTA,https://www.lamudi.co.id/perumahan-subsidi-grand-vista-cikarang-dp-1-5-juta.html,Bekasi,107.06350986436,-6.4142434704259,90.0,1866666.6666666667,2
367,HO6149990336637ID,house,395000000,2.0,1.0,1.0,45.0,70.0,Jual Hunian Rumah Model terkini di Harapan Indah Bekasi,https://www.lamudi.co.id/jual-hunian-rumah-model-terkini-di-harapan-indah-bekasi.html,Bekasi,106.997006,-6.194032,115.0,3434782.6086956523,2
368,LA61FB9D7ABD6B3ID,land,335000000,0.0,0.0,0.0,0.0,77.0,DIJUAL TANAH KAVLING JATIBENING PONDOK GEDE KOTA BEKASI JALAN MOBIL,https://www.lamudi.co.id/dijual-tanah-kavling-jatibening-pondok-gede-kota-bekasi-jalan-mobil.html,Bekasi,106.9413075691,-6.2638225076792,77.0,4350649.35064935,2
369,HO61BEB3C1CDD54ID,house,947979000,3.0,2.0,0.0,66.0,98.0,"Rumah Bekasi 2 Lantai Hanya 5 juta Tanpa Dp, Free Biaya dan Canopy",https://www.lamudi.co.id/cukup-2-5juta-saja-untuk-rumah-impian-165915279011.html,Bekasi,107.02968602936,-6.1489359772965,164.0,5780359.756097561,2
370,LA631372F1F3543ID,land,59000000,0.0,0.0,0.0,0.0,100.072,DIJUAL TANAH KEBUN MURAH DI BOGOR ALAS SURAT SHM,https://www.lamudi.co.id/dijual-tanah-kebun-murah-di-bogor-alas-surat-shm-166221899319.html,Bekasi,106.9747,-6.2227,100.072,589575.5056359421,2
371,HO6267881AAB6F7ID,house,215000000,2.0,1.0,0.0,36.0,72.0,Rumah Hunian Islami Griya Mustanir Residence,https://www.lamudi.co.id/rumah-hunian-islami-griya-mustanir-residence.html,Bekasi,107.20634030204,-6.2683103274863,108.0,1990740.7407407407,2
372,HO624296F9570FCID,house,720000000,3.0,2.0,1.0,58.0,60.0,Rosmery Grand Residence,https://www.lamudi.co.id/rosmery-grand-residence.html,Bekasi,107.03693,-6.31079,118.0,6101694.915254237,2
373,HO5FCF03F59CAF3ID,house,778000000,2.0,1.0,1.0,46.0,90.0,RUMAH MODERN MEWAH  NUANSA ASRI DI BEKASI READY STOCK ,https://www.lamudi.co.id/rumah-modern-mewah-nuansa-asri-di-bekasi-ready-stock.html,Bekasi,106.96315,-6.3168,136.0,5720588.235294118,2
374,HO62BA3A751158CID,house,168000000,2.0,1.0,0.0,30.0,60.0,Grand Cikarang City 2,https://www.lamudi.co.id/grand-cikarang-city-2-6.html,Bekasi,107.05806,-6.31917,90.0,1866666.6666666667,2
375,HO633E3CA783A13ID,house,780000000,3.0,1.0,1.0,68.0,94.0,"Rumah Dijual Ready Stock di Jatiasih Bekasi, Tanpa Dp",https://www.lamudi.co.id/rumah-dijual-ready-stock-di-jatiasih-bekasi-tanpa-166502314327.html,Bekasi,106.95716,-6.30131,162.0,4814814.814814814,2
376,LA636F55B020183ID,land,59000000,0.0,0.0,0.0,0.0,100.0,"BELI TANAH KAVLING  HARMONI NATURE PARK VIEW ASRI PEGUNUNGAN, NUANSA PEDESAAN",https://www.lamudi.co.id/beli-tanah-kavling-harmoni-nature-park-view-asri-p-16682408160.html,Bekasi,107.10227,-6.62112,100.0,590000.0,2
377,AP6299A0A68E842ID,apartment,250000000,1.0,1.0,0.0,28.0,0.0,jual rugi apartement,https://www.lamudi.co.id/jual-rugi-apartement.html,Bekasi,107.023515,-6.201983,28.0,8928571.42857143,2
378,HO6139A5718CC73ID,house,389000000,2.0,1.0,1.0,36.0,72.0,Rumah di Bekasi Cuma Booking 5 Juta Free Biaya Biaya,https://www.lamudi.co.id/rumah-di-bekasi-cuma-booking-5-juta-free-biaya-biaya.html,Bekasi,107.04435379336,-6.2144023221493,108.0,3601851.8518518517,2
379,HO61EE5A40C686EID,house,168000000,2.0,1.0,0.0,27.0,60.0,"Rumah Tipe Amethyst - Cluster Rumah Design Milimalis, Cicilan Ringan",https://www.lamudi.co.id/rumah-tipe-amethyst-cluster-rumah-design-milimalis-cicilan-ringan-1.html,Bekasi,107.032304,-6.128956,87.0,1931034.4827586208,2
380,HO611FA8EE20380ID,house,345000000,2.0,1.0,1.0,36.0,60.0,Rumah Minimalis Harga Ekonimis Biaya Surat Gratis Dekat Stasiun Tambun Bekasi,https://www.lamudi.co.id/rumah-minimalis-harga-ekonimis-biaya-surat-gratis-dekat-stasiun-tambun-bekasi.html,Bekasi,107.07390363902,-6.2245443869094,96.0,3593750.0,2
381,HO61B30662D3D09ID,house,560000000,2.0,1.0,0.0,46.0,70.0,RUMAH READY STOK PONDOK MELATI JATIMURNI BISA KREDIT SYARIAH,https://www.lamudi.co.id/rumah-ready-stok-pondok-melati-jatimurni-bisa-kredit-syariah.html,Bekasi,106.985516,-6.20657,116.0,4827586.206896552,2
382,HO5D8FE6A175182ID,house,168000000,2.0,1.0,0.0,29.0,60.0,PERUMAHAN SUBSIDI GRIYA MULYA INDAH MODEL BANGUNAN MODERN,https://www.lamudi.co.id/perumahan-subsidi-ada-hadiah-langsung-pilih-saja-toren-air-mesin-cuci-1.html,Bekasi,107.07984629841,-6.4125518116429,89.0,1887640.4494382022,2
383,HO62B2FCDDAB26DID,house,335000000,2.0,1.0,0.0,36.0,48.0,Rumah asri komplek deket tol Cibubur dan Jatiwarna,https://www.lamudi.co.id/rumah-asri-komplek-deket-tol-cibubur-dan-jatiwarna.html,Bekasi,106.935672,-6.321288,84.0,3988095.238095238,2
384,HO6343B2B9BD3E7ID,house,700000000,3.0,2.0,72.0,62.0,72.0,Rumah Bekasi 1 Juta ALL IN DP 0 - Perdana Unit Tipe Majestic,https://www.lamudi.co.id/rumah-bekasi-1-juta-all-in-perdana-tipe-majestic-166538104983.html,Bekasi,107.03887130938,-6.3214618680088,134.0,5223880.597014925,2
385,LA631710B426CB8ID,land,49000000,0.0,0.0,0.0,0.0,104.0,"TANAH KAVLING PALING MURAH DI BOGOR, TAMAN ALAM HARMONI",https://www.lamudi.co.id/tanah-kavling-paling-murah-di-bogor-taman-alam-har-166245598895.html,Bekasi,107.804757,-6.904081,104.0,471153.8461538461,2
386,HO621A3AE0D430DID,house,930000000,5.0,3.0,0.0,180.0,125.0,Rumah siap huni di komp. Jaka kencana jakasetia (LP),https://www.lamudi.co.id/rumah-siap-huni-di-komp-jaka-kencana-jakasetia-lp.html,Bekasi,106.97326,-6.254651,305.0,3049180.3278688523,2
387,LA62752B3A133E3ID,land,4357500000,0.0,0.0,0.0,0.0,581.0,Tanah Pinggir Jalan Raya Bintara Strategis Perbatasan Jakarta Timur Bekasi,https://www.lamudi.co.id/tanah-pinggir-jalan-raya-bintara-strategis-perbatasan-jakarta-timur-bekasi.html,Bekasi,106.960179,-6.238415,581.0,7500000.0,2
388,HO626CD56B8768FID,house,300000000,2.0,1.0,0.0,36.0,60.0,Rumah Ready Stok Gardenia City 3 DP Hanya 4 Juta,https://www.lamudi.co.id/rumah-ready-stok-gardenia-city-3-dp-hanya-4-juta.html,Bekasi,107.10063212225,-6.2176934932942,96.0,3125000.0,2
389,HO61726B00D85C9ID,house,640000000,2.0,1.0,0.0,55.0,60.0,"DIJUAL RUMAH 2 LANTAI TANPA DP, LOKASI STRATEGIS DI CIKARANG BEKASI",https://www.lamudi.co.id/dijual-rumah-2-lantai-tanpa-dp-lokasi-strategis-di-cikarang-bekasi.html,Bekasi,107.151169,-6.343067,115.0,5565217.391304348,2
390,AP5FB8303B7BEDCID,apartment,350000000,2.0,1.0,500.0,40.0,0.0,DIJUAL TANPA PERANTARA BEKASI TOWN SQUARE 2BR+ 2 view danau Timur-Utara (NEGO),https://www.lamudi.co.id/dijual-tanpa-perantara-bekasi-town-square-2br-2-view-danau-timur-utara-nego.html,Bekasi,107.0103908623,-6.2566313985284,40.0,8750000.0,0
391,HO600D69EE94EEEID,house,600000000,2.0,2.0,1.0,45.0,48.0,harga rumah bekasi golden city,https://www.lamudi.co.id/harga-rumah-bekasi-golden-city.html,Bekasi,107.00327,-6.22758,93.0,6451612.903225807,2
392,HO62E208B16BD2FID,house,425000000,2.0,1.0,0.0,48.0,72.0,"Dijual Cepat BU, NEGO sampe deal",https://www.lamudi.co.id/dijual-cepat-bu-nego-sampe-deal-165898052942.html,Bekasi,107.010295,-6.343239,120.0,3541666.6666666665,2
393,HO613C2C3C6EFAEID,house,748000000,2.0,1.0,1.0,43.0,72.0,Havila Residence Cibubur Nuasa Asri & Sejuk Harga 600Jtan Dgn DP 15JT Sdh Surat2,https://www.lamudi.co.id/havila-residence-cibubur-nuasa-asri-sejuk-harga-600jtan-dgn-dp-15jt-sdh-surat2.html,Bekasi,106.91520730987,-6.3640451055164,115.0,6504347.826086956,2
394,HO62AC5BC68090EID,house,1500000000,4.0,3.0,1.0,280.0,174.0,Dijual rumah siap huni dua lantai bekasi Selatan kota bekasi galaxi,https://www.lamudi.co.id/dijual-rumah-siap-huni-dua-lantai-bekasi-selatan-kota-bekasi-galaxi.html,Bekasi,106.99008071497,-6.1982224679128,454.0,3303964.7577092513,2
395,HO6317226101BABID,house,350000000,2.0,1.0,1.0,38.0,72.0,Jual Rumah Baru Renovasi Lt. 72 /Lb. 38 Perumahan Bumi Citra Lestari,https://www.lamudi.co.id/jual-rumah-baru-renovasi-lt-72-lb-38-perumahan-bum-166246051389.html,Bekasi,107.18973456218,-6.2643268904558,110.0,3181818.1818181816,2
396,HO627DFE4DBA75EID,house,800000000,4.0,0.0,0.0,187.0,117.0,"dijual Murah 2  Lantai : Kuat, Luas, Harga (wajib)  Nego",https://www.lamudi.co.id/dijual-murah-2-lantai-kuat-luas-harga-wajib-nego.html,Bekasi,107.00278,-6.20972,304.0,2631578.947368421,2
397,LA5D1443FBCD8B9ID,land,6000000000,0.0,0.0,0.0,0.0,1000.0,Lahan 1000 m di Jati Makmur pinggir jalan Kodau Raya,https://www.lamudi.co.id/lahan-1000-m-di-jatimakmur-pinggir-jalan-kodau-raya.html,Bekasi,106.94004469346,-6.2918640663718,1000.0,6000000.0,2
398,LA6292AFC05D9D9ID,land,135000000,0.0,0.0,0.0,0.0,75.0,"DIJUAL TANAH PINGGIR JALAN RAYA 1,8 JUTA PERMETER DI BEKASI",https://www.lamudi.co.id/dijual-tanah-pinggir-jalan-raya-1-8-juta-permeter-di-bekasi.html,Bekasi,107.05302734233,-6.3535592650288,75.0,1800000.0,2
399,HO60767D91F3F18ID,house,296000000,2.0,1.0,1.0,36.0,66.0,CLUSTER RUMAH FULL BATA MERAH SIAP SERAH TERIMA,https://www.lamudi.co.id/cluster-rumah-full-bata-merah-siap-serah-terima.html,Bekasi,107.02380145621,-6.2038690684736,102.0,2901960.7843137253,2
400,HO607CF873AC011ID,house,339000000,2.0,1.0,1.0,40.0,75.0,"Paragon, Cluster Murah di Tambun Selatan, Bekasi. 15 Menit ke Stasiun",https://www.lamudi.co.id/paragon-cluster-murah-di-tambun-selatan-bekasi-15-menit-ke-stasiun.html,Bekasi,107.051545,-6.228402,115.0,2947826.086956522,2
401,CO62A05B5EB4E48ID,commercial-1,4350000000,0.0,0.0,0.0,277.0,99.0,Ruko Hoek River Town Grand Wisata,https://www.lamudi.co.id/ruko-hoek-river-town-grand-wisata.html,Bekasi,107.04416658952,-6.289190148987,376.0,11569148.936170213,0
402,HO5FBEFCB8BCE6EID,house,1300000000,2.0,1.0,1.0,58.0,90.0,"rumah di galaxy cluster victoria garden, bekasi",https://www.lamudi.co.id/rumah-di-galaxy-cluster-victoria-garden-bekasi.html,Bekasi,106.96987,-6.26621,148.0,8783783.783783784,2
403,CO62FB046CB1F52ID,commercial-1,865000000,0.0,0.0,0.0,88.0,48.0,Ruko di Setu Bekasi Pinggir Jalan Raya Lingkungan Ramai,https://www.lamudi.co.id/ruko-di-setu-bekasi-pinggir-jalan-raya-lingkungan-166061783631.html,Bekasi,107.05703409682,-6.3451359022426,136.0,6360294.117647059,2
404,CO62A06EA750DDCID,commercial-1,5500000000,0.0,0.0,0.0,507.0,144.0,Ruko di Villa Meutia Kirana,https://www.lamudi.co.id/ruko-di-villa-meutia-kirana.html,Bekasi,107.00058155248,-6.26088140697,651.0,8448540.706605222,2
405,HO6261193829C01ID,house,355000000,2.0,1.0,0.0,45.0,0.0,KESEMPATANMU‼️MILIKI RUMAH STRATEGIS DI BEKASI UTARA ,https://www.lamudi.co.id/kesempatanmu-miliki-rumah-strategis-di-bekasi-utara.html,Bekasi,106.995219,-6.218211,45.0,7888888.888888889,2
406,HO622C5D052CC29ID,house,700000000,2.0,3.0,1.0,116.0,58.0,RUMAH DI JUAL BINTARA 14 RUMAH CANTIK DUA LANTAI 700juta (TURUN HARGA - BU ),https://www.lamudi.co.id/rumah-di-jual-bintara-14-rumah-cantik-dua-lantai-850juta-turun-harga-bu.html,Bekasi,106.96630884885,-6.2251330540534,174.0,4022988.5057471264,2
407,HO62D8A9616E135ID,house,1200000000,2.0,2.0,1.0,60.0,127.0,Rumah di Cluster luas 127  bekasi Kota dekat stasiun dan tol,https://www.lamudi.co.id/rumah-di-cluster-luas-127-bekasi-kota-dekat-stasiun-dan-tol.html,Bekasi,107.02802480668,-6.2262371155749,187.0,6417112.299465241,2
408,HO62261C878237CID,house,410000000,2.0,1.0,0.0,36.0,60.0,DIJUAL RUMAH  BEKASI DENGAN SMART HOUSE SISTEM,https://www.lamudi.co.id/rumah-murah-dekat-jakarta-utara-1.html,Bekasi,106.971459,-6.237052,96.0,4270833.333333333,2
409,LA628D719717C3AID,land,67000000,0.0,0.0,0.0,0.0,100.0,PALING DIMINATI KAVLING TANAH POTENSIAL UNTUK INVESTASI DAN BISNIS ANDA,https://www.lamudi.co.id/paling-diminati-kavling-tanah-potensial-untuk-investasi-dan-bisnis-anda.html,Bekasi,106.8237374,-6.6119609,100.0,670000.0,2
410,HO62A07CC1F00DBID,house,365000000,2.0,1.0,60.0,38.0,60.0,RUMAH TANPA DP DEKAT DENGAN STASIUN CIBITUNG,https://www.lamudi.co.id/rumah-tanpa-dp-dekat-dengan-stasiun-cibitung.html,Bekasi,107.08745,-6.25946,98.0,3724489.7959183673,2
411,HO626A0D4D74336ID,house,1200000000,3.0,2.0,1.0,70.0,130.0,Dijual rumah siap huni di tengah kota Bekasi 3 kamar tidur bebas banjir,https://www.lamudi.co.id/dijual-rumah-siap-huni-di-tengah-kota-bekasi-3-kamar-tidur-bebas-banjir.html,Bekasi,106.990443,-6.229904,200.0,6000000.0,2
412,HO6362036489B8CID,house,2200000000,4.0,2.0,1.0,160.0,150.0,"Rumah 2 lantai Bagus Rapi di Bintara, Bekasi Barat",https://www.lamudi.co.id/rumah-2-lantai-bagus-rapi-di-bintara-bekasi-barat-16673677807.html,Bekasi,106.96056,-6.23142,310.0,7096774.193548387,2
413,HO635A1B1903950ID,house,295000000,2.0,1.0,0.0,36.0,55.0,"Hunian Minimalis, Tanpa DP, Lokasi Strategis, Harga Ekonomis di Babelan",https://www.lamudi.co.id/hunian-minimalis-tanpa-dp-lokasi-strategis-harga-e-166684956189.html,Bekasi,106.97144656073,-6.3058604813844,91.0,3241758.241758242,2
414,CO62835FBB836B4ID,commercial-1,2800000000,0.0,0.0,0.0,166.0,66.0,RUKO DIJUAL DENGAN KONSEP ALFRESCO BONUS MODAL USAHA,https://www.lamudi.co.id/ruko-dijual-dengan-konsep-alfresco-bonus-modal-usaha.html,Bekasi,107.17888191899,-6.368390398869,232.0,12068965.51724138,0
415,LA633D573D1C6CCID,land,14000000000,0.0,0.0,0.0,0.0,812.0,DIJUAL TANAH LOKASI STRATEGIS EXIT TOL JATIASIH ,https://www.lamudi.co.id/dijual-tanah-lokasi-strategis-exit-tol-jatiasih-16649644131.html,Bekasi,106.95726119753,-6.2920940097562,812.0,17241379.310344826,0
416,HO62A02C70E0648ID,house,950000000,2.0,1.0,0.0,50.0,90.0,Rumah 2 Lantai di Kemang Pratama 2,https://www.lamudi.co.id/rumah-2-lantai-di-kemang-pratama-2-1.html,Bekasi,106.97528047331,-6.2882845483553,140.0,6785714.285714285,2
417,HO6337090D9CB12ID,house,1300000000,3.0,3.0,2.0,105.0,83.0,RUMAH 2 LANTAI SIAP HUNI HARGA INCLUDE FREE BIAYA DEKAT TOL JATIWARNA ,https://www.lamudi.co.id/rumah-2-lantai-siap-huni-harga-sudah-free-biaya-de-166455118147.html,Bekasi,106.9340429848,-6.265144405119,188.0,6914893.617021277,2
418,HO6365132A2D0A0ID,house,560000000,2.0,1.0,1.0,54.0,97.0,RUMAH MINIMALIS SIAP HUNI DI TAMBUN DEKAT STASIUN,https://www.lamudi.co.id/rumah-murah-di-tambun-dekat-kawasan-dan-stasiun-ba-166756842640.html,Bekasi,107.05883,-6.246,151.0,3708609.271523179,2
419,HO636A88CD08512ID,house,395000000,2.0,1.0,1.0,36.0,60.0,Rumah murah di Bekasi ,https://www.lamudi.co.id/rumah-murah-di-bekasi-166792622145.html,Bekasi,107.02497,-6.1593,96.0,4114583.3333333335,2
420,HO633D4DEA29816ID,house,2200000000,3.0,3.0,1.0,90.0,170.0,DIJUAL RUMAH 1 LANTAI + MEZZANIN DI CITRA GRAN CIBUBUR,https://www.lamudi.co.id/dijual-rumah-1-lantai-mezzanin-di-citra-gran-cibub-166496202656.html,Bekasi,106.91816,-6.38677,260.0,8461538.461538462,2
421,HO637CD7D329F50ID,house,592000000,2.0,2.0,1.0,39.0,60.0,"WOW SUPER MURAH  RUMAH 2 LANTAI 500 JUTAAN FREE BIAYA, DEKAT TOL ",https://www.lamudi.co.id/wow-super-murah-rumah-2-lantai-500-jutaan-free-bia-166912609934.html,Bekasi,106.94956,-6.33426,99.0,5979797.97979798,2
422,HO62E9682547FB5ID,house,168000000,2.0,1.0,1.0,48.0,72.0,RUMAH BEKASI MUKTIWARI RESIDENCE TAHAP 5,https://www.lamudi.co.id/rumah-bekasi-1-2-bln-dp-0-165996712499.html,Bekasi,107.09242036467,-6.2631582438566,120.0,1400000.0,2
423,HO61936BA8A4204ID,house,1100000000,3.0,3.0,1.0,100.0,125.0,Rumah bagus di jual full renovasi,https://www.lamudi.co.id/rumah-bagus-di-jual-full-renovasi.html,Bekasi,107.13936032478,-6.3343858377264,225.0,4888888.888888889,2
424,HO5AD6E3578E4CEID,house,168000000,2.0,1.0,1.0,30.0,66.0,Rumah Subsidi Murah,https://www.lamudi.co.id/rumah-subsidi-murah-32.html,Bekasi,106.96906839752,-6.4601667317132,96.0,1750000.0,2
425,HO5E4689EFD1A2CID,house,285000000,2.0,1.0,1.0,60.0,36.0,Rumah komersil ,https://www.lamudi.co.id/rumah-komersil-3.html,Bekasi,107.04634,-6.25602,96.0,2968750.0,2
426,LA6245161D74969ID,land,42000000,0.0,0.0,0.0,0.0,60.0,Lahan Tanah Murah Siap Bangun Legalitas Terjamin Sukawangi Tambelang Bekasi,https://www.lamudi.co.id/lahan-tanah-murah-siap-bangun-legalitas-terjamin-sukawangi-tambelang-bekasi.html,Bekasi,107.12083,-6.19333,60.0,700000.0,2
427,HO61B1D28719B2FID,house,178000000,2.0,1.0,1.0,26.0,60.0,Rumah Subsidi Terluas di Bekasi,https://www.lamudi.co.id/rumah-subsidi-terluas-di-bekasi.html,Bekasi,107.06170011876,-6.2618774072791,86.0,2069767.441860465,2
428,AP61DA5F4D49947ID,apartment,450000000,1.0,1.0,0.0,22.0,0.0,Jual Rugi atau Disewakan Apartemen Grand Icon Caman Full Furnished Paling Cantik,https://www.lamudi.co.id/jual-rugi-atau-disewakan-apartemen-grand-icon-caman-full-furnished-paling-cantik.html,Bekasi,106.95261743705,-6.2528230796881,22.0,20454545.454545453,0
429,HO634246C2232FBID,house,1200000000,3.0,2.0,1.0,109.0,76.0,Rumah 2 Lt Tinggal 1 unit strategis Jatibening Pd.Gede,https://www.lamudi.co.id/rumah-2-lt-tinggal-1-unit-strategis-jatibening-pd-166528787481.html,Bekasi,106.95021,-6.26021,185.0,6486486.486486486,2
430,LA630C00713E040ID,land,18050000000,0.0,0.0,0.0,0.0,9500.0,LAHAN INDUSTRI SENTUL,https://www.lamudi.co.id/lahan-industri-sentul-166173092982.html,Bogor,106.67528,-6.36278,9500.0,1900000.0,3
431,LA637CCD9B13A56ID,land,8475000000,0.0,0.0,0.0,0.0,5650.0,Tanah Villa Di Lokasi Paling Elite Dan Aman Dengan Security Gate,https://www.lamudi.co.id/tanah-villa-di-lokasi-paling-elite-dan-aman-dengan-166912348338.html,Bogor,106.92306,-6.64306,5650.0,1500000.0,3
433,HO62E216E780592ID,house,396400000,2.0,1.0,15.0,30.0,60.0,Hunian Minimalis Exclusive Dutch Style 300 Jutaan Dekat Dengan BSD dan AEON ,https://www.lamudi.co.id/hunian-minimalis-exclusive-dutch-style-300-jutaan-16589841673.html,Bogor,106.54693981823,-6.3718478604512,90.0,4404444.444444444,2
434,HO62F5E0210A563ID,house,810000000,2.0,1.0,1.0,45.0,90.0,Rumah Minimalis Asri di Metland Cileungsi Siap KPR Harga All In Bisa Nego,https://www.lamudi.co.id/jual-rumah-minimalis-asri-di-metland-cileungsi-sia-166028086551.html,Bogor,106.95917,-6.39472,135.0,6000000.0,2
435,LA635FD82672F8DID,land,1150050000,0.0,0.0,0.0,0.0,2091.0,Dijual Tanah di Pancawati Bogor Lokasi Strategis Untuk Bisnis,https://www.lamudi.co.id/dijual-tanah-di-pancawati-bogor-lokasi-strategis-u-166722563842.html,Bogor,106.76028,-6.54778,2091.0,550000.0,1
436,HO633F5742B2E82ID,house,500000000,2.0,1.0,1.0,45.0,83.0,Rumah Siap Huni Bisa KPR Dekat Stasiun KA Cilebut Harga All In Ready Furnished,https://www.lamudi.co.id/rumah-siap-huni-bisa-kpr-dekat-stasiun-ka-cilebut-166509549018.html,Bogor,106.7935228,-6.5413046,128.0,3906250.0,2
